user_id;skill_name;skill_id;problem_id;correct;time loap;question_level;template_id
121972;APA Referencing & Sources;3629;40171;0;58.90541137;Medium;2024117
121558;Population & Representative Sample;3629;42866;1;57.53959025;Hard;2024118
121985;Psychometrically Sound Tools;5065;46007;1;51.48797424;Hard;2024119
121823;Clear & Focused Question;5065;26366;0;25.02765395;Easy;2024120
121972;Results-Driven Recommendations;1166;48708;1;55.82068516;Medium;2024121
121805;Clear & Focused Question;1166;38411;1;32.06630094;Easy;2024122
121978;APA Referencing & Sources;4532;73741;1;18.1424735;Easy;2024123
121867;Quantitative vs. Qualitative;4532;23676;0;30.52527764;Easy;2024124
121899;Data Analysis & Interpretation;2832;83345;0;47.35640702;Medium;2024125
121661;Data Analysis & Interpretation;2832;59425;1;11.15200005;Medium;2024126
121815;Psychometrically Sound Tools;7881;29444;1;8.294551525;Medium;2024127
121639;Scientific Method Mastery;7881;68886;1;28.37922329;Easy;2024128
121985;Quantitative vs. Qualitative;8207;79674;1;36.52203382;Medium;2024129
121672;Scientific Method Mastery;8207;63406;1;6.240830524;Medium;2024130
121854;Psychometrically Sound Tools;1684;64568;0;12.32812777;Hard;2024131
121694;Quantitative vs. Qualitative;1684;90538;0;59.80536123;Medium;2024132
121935;Data Analysis & Interpretation;1882;12220;0;13.93377931;Easy;2024133
121799;Psychometrically Sound Tools;1882;37489;0;16.73529556;Easy;2024134
121867;Psychometrically Sound Tools;8768;53191;0;30.59890878;Medium;2024135
121682;Results-Driven Recommendations;8768;28747;0;47.26510766;Medium;2024136
121833;Scientific Method Mastery;1487;86613;1;10.11220411;Easy;2024137
121786;Quantitative vs. Qualitative;1487;33541;0;54.1538144;Medium;2024138
121867;Clear & Focused Question;2622;85705;1;23.93875614;Easy;2024139
121786;Clear & Focused Question;2622;63157;1;51.11556029;Easy;2024140
121909;Scientific Method Mastery;9403;20275;1;39.16977322;Hard;2024141
121560;APA Referencing & Sources;9403;87265;0;22.66400262;Hard;2024142
121838;Data Analysis & Interpretation;1871;68288;1;17.42159313;Hard;2024143
121583;Clear & Focused Question;1871;12743;1;21.39533723;Easy;2024144
121978;Data Analysis & Interpretation;6602;28890;1;33.82976922;Easy;2024145
121798;Results-Driven Recommendations;6602;33667;0;29.88180557;Medium;2024146
121972;Knowledge to Practice;4669;85068;0;51.3535961;Easy;2024147
121706;Clear & Focused Question;4669;72571;0;7.67020132;Medium;2024148
121833;Scientific Method Mastery;4458;32170;1;25.28753329;Hard;2024149
121595;Clear & Focused Question;4458;42626;0;19.33336411;Hard;2024150
121985;Knowledge to Practice;8193;96500;1;41.95667312;Hard;2024151
121661;Psychometrically Sound Tools;8193;10971;0;39.63453273;Hard;2024152
121960;Scientific Method Mastery;8046;88520;1;31.28654202;Easy;2024153
121823;Population & Representative Sample;8046;18366;1;8.707229227;Hard;2024154
121923;Results-Driven Recommendations;5262;22647;0;55.93185508;Medium;2024155
121694;Psychometrically Sound Tools;5262;62731;0;38.24494292;Medium;2024156
121798;Knowledge to Practice;6736;25754;1;28.04325971;Medium;2024157
121666;Quantitative vs. Qualitative;6736;35601;0;53.66182366;Hard;2024158
121822;Population & Representative Sample;7929;44252;1;37.08365735;Easy;2024159
121559;Quantitative vs. Qualitative;7929;58027;1;35.48069905;Easy;2024160
121960;Results-Driven Recommendations;2605;92678;1;43.35731105;Medium;2024161
121706;APA Referencing & Sources;2605;62170;0;16.33382522;Easy;2024162
121935;Quantitative vs. Qualitative;9830;98553;1;25.85058517;Hard;2024163
121497;APA Referencing & Sources;9830;58842;1;47.99259081;Easy;2024164
121960;Results-Driven Recommendations;8199;59438;1;15.16263407;Easy;2024165
121799;Population & Representative Sample;8199;90128;1;15.93262343;Easy;2024166
121985;Clear & Focused Question;2872;11500;1;45.3618606;Easy;2024167
121706;Results-Driven Recommendations;2872;77825;0;48.84192225;Easy;2024168
121909;Knowledge to Practice;9630;53947;0;17.18270744;Hard;2024169
121833;Scientific Method Mastery;9630;78604;0;36.57097878;Easy;2024170
121854;Quantitative vs. Qualitative;3503;32494;1;26.88666919;Easy;2024171
121639;Quantitative vs. Qualitative;3503;88742;1;12.10510424;Medium;2024172
121972;Clear & Focused Question;7662;38264;1;36.0488924;Hard;2024173
121899;Population & Representative Sample;7662;37302;1;33.02319438;Easy;2024174
121899;Scientific Method Mastery;3095;51653;1;11.00091061;Easy;2024175
121639;Population & Representative Sample;3095;98786;0;40.08784136;Hard;2024176
121985;Data Analysis & Interpretation;6959;95516;1;8.70139185;Hard;2024177
121799;Population & Representative Sample;6959;75968;1;43.28883376;Easy;2024178
121985;Quantitative vs. Qualitative;6742;36327;1;12.58022058;Hard;2024179
121527;Quantitative vs. Qualitative;6742;49892;0;7.338013914;Hard;2024180
121972;Scientific Method Mastery;4504;64306;1;12.83322679;Medium;2024181
121583;Clear & Focused Question;4504;41357;0;5.193903365;Hard;2024182
121835;Psychometrically Sound Tools;7125;78617;1;6.905241377;Medium;2024183
121595;Psychometrically Sound Tools;7125;34822;1;48.371971;Medium;2024184
121985;Knowledge to Practice;3525;80394;1;23.78393641;Easy;2024185
121788;Quantitative vs. Qualitative;3525;88118;0;13.9230311;Medium;2024186
121972;Knowledge to Practice;4847;19217;1;38.88365153;Medium;2024187
121742;Knowledge to Practice;4847;58987;0;24.86480063;Medium;2024188
121899;Scientific Method Mastery;7349;28258;1;32.65374312;Hard;2024189
121726;Results-Driven Recommendations;7349;44564;1;34.46303596;Medium;2024190
121899;Population & Representative Sample;9155;69896;0;58.81261705;Hard;2024191
121782;Data Analysis & Interpretation;9155;53814;1;38.34581108;Medium;2024192
121823;Scientific Method Mastery;3664;72607;1;25.56961751;Easy;2024193
121635;APA Referencing & Sources;3664;21063;0;27.52117692;Medium;2024194
121960;Clear & Focused Question;8365;47836;1;59.35234269;Hard;2024195
121797;Psychometrically Sound Tools;8365;51796;0;10.1997917;Hard;2024196
121985;Clear & Focused Question;3545;29277;1;33.95152458;Medium;2024197
121894;Results-Driven Recommendations;3545;34625;0;58.8704596;Hard;2024198
121899;Population & Representative Sample;3177;95773;1;35.12075963;Medium;2024199
121798;Scientific Method Mastery;3177;74505;0;25.83374952;Medium;2024200
121985;Data Analysis & Interpretation;5386;82207;0;47.1323254;Easy;2024201
121899;APA Referencing & Sources;5386;45025;0;41.12892641;Easy;2024202
121985;Data Analysis & Interpretation;3647;46142;0;33.81720102;Medium;2024203
121782;Knowledge to Practice;3647;68858;0;58.19370971;Hard;2024204
121960;Psychometrically Sound Tools;7958;92967;0;18.56026408;Easy;2024205
121867;Results-Driven Recommendations;7958;71912;1;27.77550363;Medium;2024206
121899;Psychometrically Sound Tools;8373;18051;0;10.46315765;Hard;2024207
121706;Scientific Method Mastery;8373;31035;0;22.70696161;Easy;2024208
121935;APA Referencing & Sources;1304;78169;0;54.57946204;Easy;2024209
121661;Clear & Focused Question;1304;67903;1;35.55699365;Hard;2024210
121978;APA Referencing & Sources;5131;57540;1;37.75283438;Medium;2024211
121803;APA Referencing & Sources;5131;31713;0;40.72115054;Easy;2024212
121909;Scientific Method Mastery;7101;13558;0;25.97592341;Hard;2024213
121819;Data Analysis & Interpretation;7101;23485;0;52.11766037;Medium;2024214
121985;Clear & Focused Question;8157;16926;1;23.6724101;Hard;2024215
121694;Knowledge to Practice;8157;16866;1;42.53975356;Medium;2024216
121960;Clear & Focused Question;6112;26647;0;9.810863008;Hard;2024217
121666;Results-Driven Recommendations;6112;43657;1;20.41822968;Medium;2024218
121894;Scientific Method Mastery;5010;20060;1;44.48418999;Easy;2024219
121770;Results-Driven Recommendations;5010;32711;0;5.146739222;Easy;2024220
121935;Scientific Method Mastery;2181;63892;0;21.5736818;Hard;2024221
121583;Scientific Method Mastery;2181;45560;0;17.2777048;Easy;2024222
121985;APA Referencing & Sources;4712;98914;0;49.89863507;Medium;2024223
121682;Data Analysis & Interpretation;4712;24810;0;30.1731234;Hard;2024224
121960;Results-Driven Recommendations;2613;54159;1;45.9411657;Medium;2024225
121822;Results-Driven Recommendations;2613;66032;1;41.41080294;Hard;2024226
121935;Scientific Method Mastery;8822;58627;1;32.27098169;Hard;2024227
121823;Psychometrically Sound Tools;8822;29278;0;38.16465156;Medium;2024228
121935;Data Analysis & Interpretation;9484;13517;0;9.804300257;Hard;2024229
121672;Data Analysis & Interpretation;9484;66556;0;51.3972484;Hard;2024230
121803;Psychometrically Sound Tools;5294;19977;0;56.75051821;Easy;2024231
121666;Results-Driven Recommendations;5294;43905;0;44.41905297;Medium;2024232
121899;Population & Representative Sample;7860;75070;1;17.26402254;Medium;2024233
121770;APA Referencing & Sources;7860;87905;1;5.043692486;Hard;2024234
121894;APA Referencing & Sources;8066;47421;0;39.4879035;Hard;2024235
121706;Psychometrically Sound Tools;8066;43938;1;53.52192621;Medium;2024236
121899;Scientific Method Mastery;6978;87522;0;13.23955554;Medium;2024237
121694;APA Referencing & Sources;6978;36008;1;52.7836448;Easy;2024238
121972;Population & Representative Sample;4305;79828;1;14.12350379;Medium;2024239
121560;APA Referencing & Sources;4305;39936;0;23.97252951;Easy;2024240
121935;Results-Driven Recommendations;3958;17983;0;47.85007567;Easy;2024241
121797;APA Referencing & Sources;3958;94549;0;43.37152009;Easy;2024242
121985;Results-Driven Recommendations;9666;77137;1;43.37878858;Medium;2024243
121788;Population & Representative Sample;9666;88614;0;55.55835646;Easy;2024244
121985;Knowledge to Practice;6257;55978;1;17.68666764;Hard;2024245
121694;Population & Representative Sample;6257;27521;1;35.10698322;Hard;2024246
121867;Population & Representative Sample;4751;17387;0;21.77265616;Medium;2024247
121621;Psychometrically Sound Tools;4751;73036;1;21.58844299;Easy;2024248
121909;Data Analysis & Interpretation;3852;17458;1;19.80998556;Medium;2024249
121639;APA Referencing & Sources;3852;51645;1;10.62203316;Hard;2024250
121978;APA Referencing & Sources;8606;70111;0;25.50678295;Hard;2024251
121788;Scientific Method Mastery;8606;62681;0;50.07390908;Easy;2024252
121894;Quantitative vs. Qualitative;9685;20229;1;7.30946807;Easy;2024253
121661;Population & Representative Sample;9685;12888;1;58.02039781;Easy;2024254
121803;APA Referencing & Sources;8984;68411;1;47.27096789;Easy;2024255
121666;APA Referencing & Sources;8984;75155;1;26.29146837;Hard;2024256
121788;Results-Driven Recommendations;7113;60448;1;41.77108327;Medium;2024257
121635;Data Analysis & Interpretation;7113;37925;0;14.83097699;Easy;2024258
121985;Scientific Method Mastery;8417;40720;1;35.13213582;Hard;2024259
121612;Data Analysis & Interpretation;8417;29456;0;36.96465779;Medium;2024260
121815;Psychometrically Sound Tools;3778;64298;0;47.10416114;Medium;2024261
121682;Population & Representative Sample;3778;48021;0;57.65943518;Easy;2024262
121823;Quantitative vs. Qualitative;4596;97950;0;30.12856798;Medium;2024263
121621;Quantitative vs. Qualitative;4596;74046;1;13.42230313;Hard;2024264
121835;Psychometrically Sound Tools;8943;30351;1;38.02894133;Medium;2024265
121726;Knowledge to Practice;8943;13108;0;8.466033448;Easy;2024266
121935;APA Referencing & Sources;1260;76659;0;56.30131051;Medium;2024267
121560;Population & Representative Sample;1260;27424;0;12.25876657;Easy;2024268
121786;Scientific Method Mastery;5008;75791;1;26.21316504;Medium;2024269
121786;Quantitative vs. Qualitative;1503;93498;0;38.85908435;Easy;2024270
121666;Scientific Method Mastery;5959;63120;1;50.36192786;Hard;2024271
121726;Results-Driven Recommendations;3164;52922;0;9.535818108;Medium;2024272
121639;Clear & Focused Question;1442;82389;0;16.43054403;Hard;2024273
121788;Knowledge to Practice;1187;15408;1;28.87624865;Easy;2024274
121822;APA Referencing & Sources;4545;66201;0;46.70944075;Hard;2024275
121798;Knowledge to Practice;6576;29876;1;16.82540545;Easy;2024276
121621;Psychometrically Sound Tools;6384;69261;1;50.16715945;Easy;2024277
121833;Scientific Method Mastery;7748;76314;0;11.53173695;Easy;2024278
121583;Quantitative vs. Qualitative;3056;80096;1;9.730328745;Medium;2024279
121682;Scientific Method Mastery;8962;48860;0;24.32066093;Medium;2024280
121823;Quantitative vs. Qualitative;7350;10562;1;7.876582228;Easy;2024281
121661;Scientific Method Mastery;8067;82091;1;7.081904833;Hard;2024282
121682;Clear & Focused Question;2635;81224;1;45.54060968;Easy;2024283
121583;APA Referencing & Sources;1661;15185;1;12.89549462;Medium;2024284
121682;Data Analysis & Interpretation;8056;43945;0;45.67173146;Medium;2024285
121666;Scientific Method Mastery;2451;53440;0;14.68231803;Medium;2024286
121682;Scientific Method Mastery;2762;58780;1;22.80461012;Medium;2024287
121639;Scientific Method Mastery;1520;67680;1;57.2209628;Hard;2024288
121797;Quantitative vs. Qualitative;1072;65077;1;29.73519227;Medium;2024289
121583;Data Analysis & Interpretation;6586;33105;0;42.74933289;Medium;2024290
121798;Knowledge to Practice;1886;78316;0;32.50477953;Easy;2024291
121899;Results-Driven Recommendations;4762;39442;0;25.17726029;Easy;2024292
121661;Population & Representative Sample;9650;64154;0;20.03956262;Easy;2024293
121788;APA Referencing & Sources;2416;80197;1;33.48186789;Easy;2024294
121635;Psychometrically Sound Tools;2140;11006;1;18.01194536;Easy;2024295
121786;APA Referencing & Sources;9959;72508;0;34.33357239;Easy;2024296
121797;Quantitative vs. Qualitative;7743;83218;1;52.25611455;Easy;2024297
121742;Population & Representative Sample;4911;76261;1;58.64925369;Easy;2024298
121854;Quantitative vs. Qualitative;8397;95776;0;32.38642983;Easy;2024299
121595;Scientific Method Mastery;6928;57519;0;25.55363016;Medium;2024300
121819;Quantitative vs. Qualitative;1652;87416;0;23.47158298;Easy;2024301
121838;Quantitative vs. Qualitative;3805;66549;1;32.38957403;Easy;2024302
121672;Population & Representative Sample;3058;15436;0;42.38548633;Medium;2024303
121788;Clear & Focused Question;5670;58009;0;31.48584935;Easy;2024304
121804;Psychometrically Sound Tools;3331;49512;0;59.67257835;Easy;2024305
121682;Clear & Focused Question;6015;99060;1;56.51802308;Easy;2024306
121894;Quantitative vs. Qualitative;7072;91160;0;37.3139113;Hard;2024307
121770;Results-Driven Recommendations;6758;85110;0;21.4867368;Easy;2024308
121788;Results-Driven Recommendations;9802;78739;1;58.88472138;Medium;2024309
121635;Quantitative vs. Qualitative;2446;69517;1;26.31980311;Hard;2024310
121797;Quantitative vs. Qualitative;3573;30129;1;33.4983279;Easy;2024311
121694;Results-Driven Recommendations;1008;40243;1;45.85498642;Hard;2024312
121742;APA Referencing & Sources;2801;75296;1;19.39323781;Hard;2024313
121559;Data Analysis & Interpretation;3462;84492;0;34.60167226;Easy;2024314
121805;Population & Representative Sample;8806;31503;1;39.59763736;Easy;2024315
121770;Psychometrically Sound Tools;5946;74548;0;39.67336411;Hard;2024316
121661;Population & Representative Sample;9694;30651;0;7.519081894;Medium;2024317
121804;Scientific Method Mastery;3640;87050;1;30.41666943;Easy;2024318
121726;Scientific Method Mastery;1982;32620;0;48.48293231;Medium;2024319
121661;Population & Representative Sample;7310;71431;0;51.85741321;Medium;2024320
121639;Scientific Method Mastery;6124;81034;0;8.922394412;Easy;2024321
121798;Knowledge to Practice;7436;59098;0;43.89653291;Medium;2024322
121661;Clear & Focused Question;1578;15707;1;57.06655166;Medium;2024323
121666;Psychometrically Sound Tools;7815;35957;0;34.76779066;Medium;2024324
121635;Scientific Method Mastery;5051;56385;1;15.96636605;Easy;2024325
121786;Results-Driven Recommendations;5900;57279;1;47.78267659;Medium;2024326
121612;Data Analysis & Interpretation;7576;75962;0;9.702569883;Medium;2024327
121726;Quantitative vs. Qualitative;6630;12014;0;11.53593959;Medium;2024328
121661;Quantitative vs. Qualitative;5793;90916;1;53.63147547;Hard;2024329
121706;Data Analysis & Interpretation;3630;79143;0;13.67676442;Medium;2024330
121694;Quantitative vs. Qualitative;8517;62768;1;28.34827114;Hard;2024331
121797;Quantitative vs. Qualitative;6529;45788;1;40.14464579;Medium;2024332
121823;Data Analysis & Interpretation;5984;66466;0;14.45075966;Hard;2024333
121815;Quantitative vs. Qualitative;7402;53658;0;14.80644308;Easy;2024334
121612;Scientific Method Mastery;8394;76810;1;36.52991656;Medium;2024335
121639;Scientific Method Mastery;3321;17495;0;8.186271286;Hard;2024336
121805;Clear & Focused Question;9170;72335;1;54.81045329;Medium;2024337
121782;Knowledge to Practice;7317;77372;0;14.50338498;Medium;2024338
121823;Quantitative vs. Qualitative;3359;42231;0;31.89218271;Hard;2024339
121742;Knowledge to Practice;8077;81620;1;22.63525368;Hard;2024340
121799;Quantitative vs. Qualitative;6287;52315;1;33.281738;Easy;2024341
121583;Clear & Focused Question;2582;78297;1;47.4508742;Hard;2024342
121799;Population & Representative Sample;3517;74142;1;6.130744728;Hard;2024343
121803;Clear & Focused Question;8474;20535;1;53.39137719;Hard;2024344
121560;APA Referencing & Sources;9277;92331;0;16.23292788;Hard;2024345
121805;Psychometrically Sound Tools;4353;55620;0;51.66706871;Hard;2024346
121803;Data Analysis & Interpretation;6596;22432;1;15.27442536;Easy;2024347
121682;Data Analysis & Interpretation;5732;82754;1;46.97149027;Medium;2024348
121815;Psychometrically Sound Tools;4960;47166;1;27.0529242;Easy;2024349
121782;Data Analysis & Interpretation;6641;78932;0;33.40840273;Medium;2024350
121694;Knowledge to Practice;6099;89783;0;49.9771578;Medium;2024351
121798;Clear & Focused Question;2249;49035;0;39.32506184;Easy;2024352
121540;APA Referencing & Sources;8543;84886;0;39.17379517;Hard;2024353
121742;Data Analysis & Interpretation;9097;43674;1;6.890627818;Medium;2024354
121833;Scientific Method Mastery;7876;95000;1;28.07306178;Easy;2024355
121639;Results-Driven Recommendations;9486;56320;1;51.76127162;Medium;2024356
121706;Clear & Focused Question;4621;61940;0;58.10691584;Medium;2024357
121797;Psychometrically Sound Tools;1363;50521;1;45.16230007;Medium;2024358
121819;Population & Representative Sample;1129;26051;1;50.80256141;Medium;2024359
121742;Data Analysis & Interpretation;3228;63445;1;48.30742829;Hard;2024360
121782;Population & Representative Sample;8870;86161;0;39.19401116;Medium;2024361
121682;Scientific Method Mastery;1074;45424;0;39.55698178;Hard;2024362
121726;Data Analysis & Interpretation;1281;66367;1;24.48664694;Hard;2024363
121694;Scientific Method Mastery;1728;50842;0;47.07488567;Hard;2024364
121819;Psychometrically Sound Tools;6418;83691;1;9.155987921;Medium;2024365
121595;APA Referencing & Sources;4713;11667;0;13.96296358;Easy;2024366
121782;APA Referencing & Sources;7932;93862;0;26.15355388;Easy;2024367
121782;Psychometrically Sound Tools;3227;22332;0;52.60740679;Medium;2024368
121797;Psychometrically Sound Tools;4464;21975;1;30.92191674;Hard;2024369
121805;APA Referencing & Sources;7766;53937;0;43.29284379;Hard;2024370
121854;Results-Driven Recommendations;4219;56764;0;20.49695944;Medium;2024371
121694;Clear & Focused Question;8760;44855;1;56.1358182;Medium;2024372
121815;APA Referencing & Sources;2365;47558;0;57.45073265;Easy;2024373
121682;Knowledge to Practice;9513;57578;0;40.58940005;Easy;2024374
121804;Knowledge to Practice;6648;54839;0;6.467161758;Hard;2024375
121666;Results-Driven Recommendations;9761;56087;1;36.39321582;Medium;2024376
121823;Population & Representative Sample;9978;76566;1;31.96131553;Easy;2024377
121621;Scientific Method Mastery;2238;87129;1;38.19567142;Hard;2024378
121899;Data Analysis & Interpretation;7952;51644;0;27.74522649;Hard;2024379
121770;Population & Representative Sample;3602;98816;1;38.70190613;Hard;2024380
